obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('197',)",3788278296.91,4,31.432800293,3788642834.25,3788642840.73,3788278296.91,0.0,internal_timestamp,2640.69995117,913492,1579289496,1.82490003109,3.1432800293,34.6157066949,1039.80457688,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('198',)",3788278297.92,4,31.4328994751,3788642834.25,3788642840.73,3788278297.92,0.0,internal_timestamp,2640.66992188,915509,1579289497,1.82509994507,3.14328994751,34.6156297196,1039.80435405,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('199',)",3788278298.92,4,31.4328994751,3788642834.25,3788642840.73,3788278298.92,0.0,internal_timestamp,2640.66992188,917948,1579289498,1.82500004768,3.14328994751,34.6157360855,1039.80445164,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('200',)",3788278299.92,4,31.4326992035,3788642834.25,3788642840.69,3788278299.92,0.0,internal_timestamp,2640.66992188,920734,1579289499,1.82509994507,3.14326992035,34.6153838426,1039.8041619,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('201',)",3788278300.92,4,31.432800293,3788642834.25,3788642840.69,3788278300.92,0.0,internal_timestamp,2640.68994141,922671,1579289500,1.82500004768,3.1432800293,34.6156049072,1039.80443828,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('202',)",3788278301.91,4,31.432800293,3788642834.25,3788642840.69,3788278301.91,0.0,internal_timestamp,2640.64990234,914809,1579289501,1.82500004768,3.1432800293,34.6156237277,1039.80427469,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('203',)",3788278302.92,4,31.4330005646,3788642834.25,3788642840.69,3788278302.92,0.0,internal_timestamp,2640.65991211,917218,1579289502,1.82519996166,3.14330005646,34.6156520414,1039.80431244,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('204',)",3788278303.92,4,31.432800293,3788642834.25,3788642840.69,3788278303.92,0.0,internal_timestamp,2640.67993164,919071,1579289503,1.82490003109,3.1432800293,34.6157161052,1039.80449509,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('205',)",3788278304.91,4,31.4328994751,3788642834.25,3788642840.69,3788278304.91,0.0,internal_timestamp,2640.66992188,910535,1579289504,1.82500004768,3.14328994751,34.6157360855,1039.80445164,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('206',)",3788278305.92,4,31.4328994751,3788642834.25,3788642840.69,3788278305.92,0.0,internal_timestamp,2640.67993164,923342,1579289505,1.82500004768,3.14328994751,34.6157313803,1039.80449254,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('207',)",3788278306.91,4,31.432800293,3788642834.25,3788642840.69,3788278306.91,0.0,internal_timestamp,2640.70996094,914214,1579289506,1.8248000145,3.1432800293,34.6158084831,1039.80471549,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('208',)",3788278307.92,4,31.4330005646,3788642834.25,3788642840.69,3788278307.92,0.0,internal_timestamp,2640.66992188,916220,1579289507,1.8248000145,3.14330005646,34.6160731833,1039.80474405,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('209',)",3788278308.92,4,31.432800293,3788642834.25,3788642840.69,3788278308.92,0.0,internal_timestamp,2640.66992188,918334,1579289508,1.82509994507,3.1432800293,34.6155079519,1039.80425889,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('210',)",3788278309.92,4,31.432800293,3788642834.25,3788642840.69,3788278309.92,0.0,internal_timestamp,2640.65991211,921465,1579289509,1.82500004768,3.1432800293,34.6156190226,1039.80431558,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('211',)",3788278310.91,4,31.4328994751,3788642834.25,3788642840.69,3788278310.91,0.0,internal_timestamp,2640.68994141,911577,1579289510,1.82529997826,3.14328994751,34.6154073253,1039.80424044,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('212',)",3788278311.92,4,31.4328994751,3788642834.25,3788642840.7,3788278311.92,0.0,internal_timestamp,2640.66992188,915141,1579289511,1.82500004768,3.14328994751,34.6157360855,1039.80445164,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('213',)",3788278312.93,4,31.4330997467,3788642834.25,3788642840.7,3788278312.93,0.0,internal_timestamp,2640.68994141,931213,1579289512,1.82509994507,3.14330997467,34.6158661865,1039.804628,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('214',)",3788278313.94,4,31.4332008362,3788642834.25,3788642840.7,3788278313.94,0.0,internal_timestamp,2640.66992188,939099,1579289513,1.82519996166,3.14332008362,34.6158932128,1039.80454549,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('215',)",3788278314.92,4,31.432800293,3788642834.25,3788642840.7,3788278314.92,0.0,internal_timestamp,2640.65991211,919082,1579289514,1.82500004768,3.1432800293,34.6156190226,1039.80431558,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('216',)",3788278315.92,4,31.432800293,3788642834.25,3788642840.7,3788278315.92,0.0,internal_timestamp,2640.66992188,920639,1579289515,1.82519996166,3.1432800293,34.61540146,1039.80416119,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('217',)",3788278316.9,4,31.4330005646,3788642834.25,3788642840.7,3788278316.9,0.0,internal_timestamp,2640.68994141,901222,1579289516,1.82490003109,3.14330005646,34.6159572786,1039.80472814,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('218',)",3788278317.91,4,31.4328994751,3788642834.25,3788642840.7,3788278317.91,0.0,internal_timestamp,2640.66992188,914042,1579289517,1.82490003109,3.14328994751,34.6158425788,1039.80454935,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('219',)",3788278318.92,4,31.4328994751,3788642834.25,3788642840.7,3788278318.92,0.0,internal_timestamp,2640.69995117,916977,1579289518,1.82509994507,3.14328994751,34.6156156042,1039.80447675,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('220',)",3788278319.92,4,31.432800293,3788642834.25,3788642840.7,3788278319.92,0.0,internal_timestamp,2640.67993164,918910,1579289519,1.82509994507,3.1432800293,34.6155032468,1039.80429979,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('221',)",3788278320.92,4,31.4330005646,3788642834.25,3788642840.7,3788278320.92,0.0,internal_timestamp,2640.68994141,920243,1579289520,1.82500004768,3.14330005646,34.615850785,1039.80463043,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('222',)",3788278321.92,4,31.432800293,3788642834.25,3788642840.7,3788278321.92,0.0,internal_timestamp,2640.7199707,922841,1579289521,1.82490003109,3.1432800293,34.6156972846,1039.80465868,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('223',)",3788278322.91,4,31.432800293,3788642834.25,3788642840.7,3788278322.91,0.0,internal_timestamp,2640.72998047,913623,1579289522,1.82500004768,3.1432800293,34.6155860867,1039.80460187,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('224',)",3788278323.92,4,31.4326992035,3788642834.25,3788642840.7,3788278323.92,0.0,internal_timestamp,2640.7199707,915098,1579289523,1.82490003109,3.14326992035,34.6155731747,1039.80456169,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('225',)",3788278324.92,4,31.4328994751,3788642834.25,3788642840.7,3788278324.92,0.0,internal_timestamp,2640.68994141,917404,1579289524,1.82490003109,3.14328994751,34.6158331685,1039.80463115,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('226',)",3788278325.92,4,31.4328994751,3788642834.25,3788642840.7,3788278325.92,0.0,internal_timestamp,2640.65991211,918338,1579289525,1.82490003109,3.14328994751,34.615847284,1039.80450845,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('227',)",3788278326.92,4,31.432800293,3788642834.25,3788642840.7,3788278326.92,0.0,internal_timestamp,2640.65991211,919688,1579289526,1.82490003109,3.1432800293,34.6157255156,1039.80441329,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('228',)",3788278327.92,4,31.432800293,3788642834.25,3788642840.7,3788278327.92,0.0,internal_timestamp,2640.66992188,921352,1579289527,1.82519996166,3.1432800293,34.61540146,1039.80416119,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('229',)",3788278328.93,4,31.432800293,3788642834.25,3788642840.7,3788278328.93,0.0,internal_timestamp,2640.63989258,934994,1579289528,1.82490003109,3.1432800293,34.6157349259,1039.8043315,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('230',)",3788278329.94,4,31.4330005646,3788642834.25,3788642840.7,3788278329.94,0.0,internal_timestamp,2640.64990234,936424,1579289529,1.82500004768,3.14330005646,34.6158696056,1039.80446684,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('231',)",3788278330.92,4,31.4330997467,3788642834.25,3788642840.7,3788278330.92,0.0,internal_timestamp,2640.66992188,916237,1579289530,1.82509994507,3.14330997467,34.6158755968,1039.80454621,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('232',)",3788278331.92,4,31.4328994751,3788642834.25,3788642840.7,3788278331.92,0.0,internal_timestamp,2640.67993164,917768,1579289531,1.82519996166,3.14328994751,34.6155185222,1039.80429725,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('233',)",3788278332.92,4,31.4330005646,3788642834.25,3788642840.7,3788278332.92,0.0,internal_timestamp,2640.68994141,919055,1579289532,1.82519996166,3.14330005646,34.6156379261,1039.80443513,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('234',)",3788278333.92,4,31.4330005646,3788642834.25,3788642840.7,3788278333.92,0.0,internal_timestamp,2640.70996094,921212,1579289533,1.82500004768,3.14330005646,34.6158413747,1039.80471223,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('235',)",3788278334.92,4,31.4330005646,3788642834.25,3788642840.7,3788278334.92,0.0,internal_timestamp,2640.68994141,923227,1579289534,1.82509994507,3.14330005646,34.6157444187,1039.80453284,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('236',)",3788278335.91,4,31.432800293,3788642834.25,3788642840.7,3788278335.91,0.0,internal_timestamp,2640.67993164,913557,1579289535,1.82519996166,3.1432800293,34.6153967549,1039.80420208,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('237',)",3788278336.91,4,31.4328994751,3788642834.25,3788642840.7,3788278336.91,0.0,internal_timestamp,2640.66992188,914653,1579289536,1.82500004768,3.14328994751,34.6157360855,1039.80445164,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('238',)",3788278337.92,4,31.4328994751,3788642834.25,3788642840.7,3788278337.92,0.0,internal_timestamp,2640.64990234,916413,1579289537,1.8248000145,3.14328994751,34.6159584831,1039.80456526,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('239',)",3788278338.92,4,31.4328994751,3788642834.25,3788642840.7,3788278338.92,0.0,internal_timestamp,2640.63989258,918397,1579289538,1.82500004768,3.14328994751,34.615750201,1039.80432895,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('240',)",3788278339.91,4,31.4330005646,3788642834.25,3788642840.7,3788278339.91,0.0,internal_timestamp,2640.66992188,910814,1579289539,1.82500004768,3.14330005646,34.6158601953,1039.80454864,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('241',)",3788278340.92,4,31.432800293,3788642834.25,3788642840.7,3788278340.92,0.0,internal_timestamp,2640.68994141,923377,1579289540,1.8248000145,3.1432800293,34.6158178935,1039.80463369,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('242',)",3788278341.92,4,31.4330005646,3788642834.25,3788642840.7,3788278341.92,0.0,internal_timestamp,2640.67993164,915424,1579289541,1.82529997826,3.14330005646,34.615536139,1039.80429653,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('243',)",3788278342.92,4,31.432800293,3788642834.25,3788642840.7,3788278342.92,0.0,internal_timestamp,2640.69995117,918132,1579289542,1.82500004768,3.1432800293,34.615600202,1039.80447918,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('244',)",3788278343.92,4,31.4328994751,3788642834.25,3788642840.7,3788278343.92,0.0,internal_timestamp,2640.69995117,920559,1579289543,1.82500004768,3.14328994751,34.61572197,1039.80457434,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('245',)",3788278344.92,4,31.4328994751,3788642834.25,3788642840.7,3788278344.92,0.0,internal_timestamp,2640.7199707,922527,1579289544,1.82490003109,3.14328994751,34.615819053,1039.80475384,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('246',)",3788278345.92,4,31.432800293,3788642834.25,3788642840.7,3788278345.92,0.0,internal_timestamp,2640.7199707,924954,1579289545,1.82490003109,3.1432800293,34.6156972846,1039.80465868,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('247',)",3788278346.93,4,31.432800293,3788642834.25,3788642840.7,3788278346.93,0.0,internal_timestamp,2640.69995117,928302,1579289546,1.82519996166,3.1432800293,34.6153873447,1039.80428388,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('248',)",3788278347.92,4,31.432800293,3788642834.25,3788642840.7,3788278347.92,0.0,internal_timestamp,2640.69995117,919404,1579289547,1.8248000145,3.1432800293,34.6158131883,1039.80467459,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('249',)",3788278348.92,4,31.432800293,3788642834.25,3788642840.7,3788278348.92,0.0,internal_timestamp,2640.68994141,921717,1579289548,1.82509994507,3.1432800293,34.6154985417,1039.80434069,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('250',)",3788278349.91,4,31.4328994751,3788642834.25,3788642840.7,3788278349.91,0.0,internal_timestamp,2640.65991211,914025,1579289549,1.8246999979,3.14328994751,34.6160602723,1039.80470387,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('251',)",3788278350.92,4,31.4328994751,3788642834.25,3788642840.7,3788278350.92,0.0,internal_timestamp,2640.63989258,916861,1579289550,1.82490003109,3.14328994751,34.6158566944,1039.80442666,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('252',)",3788278351.92,4,31.4328994751,3788642834.25,3788642840.7,3788278351.92,0.0,internal_timestamp,2640.64990234,918453,1579289551,1.82500004768,3.14328994751,34.6157454958,1039.80436985,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('253',)",3788278352.92,4,31.432800293,3788642834.25,3788642840.7,3788278352.92,0.0,internal_timestamp,2640.65991211,920927,1579289552,1.82500004768,3.1432800293,34.6156190226,1039.80431558,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('254',)",3788278353.95,4,31.432800293,3788642834.25,3788642840.7,3788278353.95,0.0,internal_timestamp,2640.67993164,945478,1579289553,1.8248000145,3.1432800293,34.6158225987,1039.80459279,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('255',)",3788278354.92,4,31.432800293,3788642834.25,3788642840.7,3788278354.92,0.0,internal_timestamp,2640.70996094,915078,1579289554,1.82490003109,3.1432800293,34.6157019898,1039.80461778,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('256',)",3788278355.92,4,31.432800293,3788642834.25,3788642840.7,3788278355.92,0.0,internal_timestamp,2640.7199707,917502,1579289555,1.82500004768,3.1432800293,34.6155907918,1039.80456097,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('257',)",3788278356.92,4,31.4328994751,3788642834.25,3788642840.7,3788278356.92,0.0,internal_timestamp,2640.70996094,920423,1579289556,1.82500004768,3.14328994751,34.6157172649,1039.80461524,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
