obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('94',)",3788278193.93,4,31.432800293,3788642834.25,3788642840.71,3788278193.93,0.0,internal_timestamp,2640.65991211,931455,1579289393,1.8248000145,3.1432800293,34.6158320091,1039.804511,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('95',)",3788278194.92,4,31.4328994751,3788642834.25,3788642840.71,3788278194.92,0.0,internal_timestamp,2640.65991211,923988,1579289394,1.82490003109,3.14328994751,34.615847284,1039.80450845,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('96',)",3788278195.91,4,31.432800293,3788642834.25,3788642840.71,3788278195.91,0.0,internal_timestamp,2640.69995117,914468,1579289395,1.82500004768,3.1432800293,34.615600202,1039.80447918,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('97',)",3788278196.93,4,31.4330005646,3788642834.25,3788642840.71,3788278196.93,0.0,internal_timestamp,2640.68994141,929135,1579289396,1.82500004768,3.14330005646,34.615850785,1039.80463043,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('98',)",3788278197.92,4,31.4330005646,3788642834.25,3788642840.71,3788278197.92,0.0,internal_timestamp,2640.67993164,918927,1579289397,1.82509994507,3.14330005646,34.6157491239,1039.80449194,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('99',)",3788278198.92,4,31.432800293,3788642834.25,3788642840.71,3788278198.92,0.0,internal_timestamp,2640.69995117,921633,1579289398,1.82490003109,3.1432800293,34.6157066949,1039.80457688,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('100',)",3788278199.91,4,31.4326992035,3788642834.25,3788642840.71,3788278199.91,0.0,internal_timestamp,2640.67993164,914822,1579289399,1.82490003109,3.14326992035,34.6155919952,1039.8043981,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('101',)",3788278200.92,4,31.4326992035,3788642834.25,3788642840.71,3788278200.92,0.0,internal_timestamp,2640.67993164,915033,1579289400,1.82500004768,3.14326992035,34.6154855026,1039.80430039,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('102',)",3788278201.92,4,31.432800293,3788642834.25,3788642840.71,3788278201.92,0.0,internal_timestamp,2640.66992188,918097,1579289401,1.82490003109,3.1432800293,34.6157208104,1039.80445419,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('103',)",3788278202.92,4,31.4332008362,3788642834.25,3788642840.71,3788278202.92,0.0,internal_timestamp,2640.66992188,919888,1579289402,1.82490003109,3.14332008362,34.6162125679,1039.8048385,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('104',)",3788278203.92,4,31.4330005646,3788642834.25,3788642840.71,3788278203.92,0.0,internal_timestamp,2640.62988281,921709,1579289403,1.82509994507,3.14330005646,34.6157726496,1039.80428745,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('105',)",3788278204.91,4,31.432800293,3788642834.25,3788642840.71,3788278204.91,0.0,internal_timestamp,2640.63989258,914991,1579289404,1.82490003109,3.1432800293,34.6157349259,1039.8043315,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('106',)",3788278205.91,4,31.432800293,3788642834.25,3788642840.71,3788278205.91,0.0,internal_timestamp,2640.62988281,914111,1579289405,1.8246999979,3.1432800293,34.6159526187,1039.80448601,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('107',)",3788278206.92,4,31.4326992035,3788642834.25,3788642840.71,3788278206.92,0.0,internal_timestamp,2640.64990234,915680,1579289406,1.82490003109,3.14326992035,34.6156061106,1039.8042754,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('108',)",3788278207.92,4,31.4326992035,3788642834.25,3788642840.71,3788278207.92,0.0,internal_timestamp,2640.63989258,917424,1579289407,1.82500004768,3.14326992035,34.6155043231,1039.8041368,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('109',)",3788278208.92,4,31.4326000214,3788642834.25,3788642840.71,3788278208.92,0.0,internal_timestamp,2640.65991211,919963,1579289408,1.82500004768,3.14326000214,34.615373145,1039.80412343,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('110',)",3788278209.92,4,31.432800293,3788642834.25,3788642840.71,3788278209.92,0.0,internal_timestamp,2640.64990234,923251,1579289409,1.82490003109,3.1432800293,34.6157302207,1039.80437239,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('111',)",3788278210.92,4,31.4326000214,3788642834.25,3788642840.71,3788278210.92,0.0,internal_timestamp,2640.65991211,922048,1579289410,1.8248000145,3.14326000214,34.6155861299,1039.80431884,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('112',)",3788278211.91,4,31.432800293,3788642834.25,3788642840.71,3788278211.91,0.0,internal_timestamp,2640.67993164,912550,1579289411,1.82500004768,3.1432800293,34.6156096123,1039.80439738,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('113',)",3788278212.91,4,31.4326992035,3788642834.25,3788642840.71,3788278212.91,0.0,internal_timestamp,2640.66992188,913959,1579289412,1.82490003109,3.14326992035,34.6155967003,1039.8043572,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('114',)",3788278213.92,4,31.4325008392,3788642834.25,3788642840.71,3788278213.92,0.0,internal_timestamp,2640.64990234,915246,1579289413,1.82490003109,3.14325008392,34.615362574,1039.80408508,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('115',)",3788278214.92,4,31.4326992035,3788642834.25,3788642840.71,3788278214.92,0.0,internal_timestamp,2640.67993164,918222,1579289414,1.8246999979,3.14326992035,34.6158049818,1039.80459351,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('116',)",3788278215.92,4,31.432800293,3788642834.25,3788642840.71,3788278215.92,0.0,internal_timestamp,2640.67993164,918774,1579289415,1.82490003109,3.1432800293,34.6157161052,1039.80449509,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('117',)",3788278216.92,4,31.4330005646,3788642834.25,3788642840.71,3788278216.92,0.0,internal_timestamp,2640.67993164,921022,1579289416,1.8246999979,3.14330005646,34.6161749728,1039.80488266,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('118',)",3788278217.92,4,31.432800293,3788642834.25,3788642840.71,3788278217.92,0.0,internal_timestamp,2640.68994141,922257,1579289417,1.8246999979,3.1432800293,34.6159243874,1039.8047314,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('119',)",3788278218.91,4,31.432800293,3788642834.25,3788642840.71,3788278218.91,0.0,internal_timestamp,2640.68994141,914882,1579289418,1.82459998131,3.1432800293,34.6160308819,1039.80482911,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('120',)",3788278219.92,4,31.4326992035,3788642834.25,3788642840.71,3788278219.92,0.0,internal_timestamp,2640.65991211,917650,1579289419,1.82490003109,3.14326992035,34.6156014055,1039.8043163,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('121',)",3788278220.91,4,31.4326992035,3788642834.25,3788642840.71,3788278220.91,0.0,internal_timestamp,2640.67993164,909092,1579289420,1.82459998131,3.14326992035,34.6159114759,1039.80469122,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('122',)",3788278221.92,4,31.432800293,3788642834.25,3788642840.71,3788278221.92,0.0,internal_timestamp,2640.70996094,922696,1579289421,1.82500004768,3.1432800293,34.6155954969,1039.80452007,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('123',)",3788278222.91,4,31.4326000214,3788642834.25,3788642840.71,3788278222.91,0.0,internal_timestamp,2640.65991211,914040,1579289422,1.82500004768,3.14326000214,34.615373145,1039.80412343,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('124',)",3788278223.92,4,31.4326000214,3788642834.25,3788642840.71,3788278223.92,0.0,internal_timestamp,2640.65991211,916901,1579289423,1.8246999979,3.14326000214,34.6156926231,1039.80441655,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('125',)",3788278224.92,4,31.432800293,3788642834.25,3788642840.71,3788278224.92,0.0,internal_timestamp,2640.67993164,920087,1579289424,1.82500004768,3.1432800293,34.6156096123,1039.80439738,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('126',)",3788278225.91,4,31.4326992035,3788642834.25,3788642840.72,3788278225.91,0.0,internal_timestamp,2640.65991211,911031,1579289425,1.82490003109,3.14326992035,34.6156014055,1039.8043163,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('127',)",3788278226.91,4,31.4326992035,3788642834.25,3788642840.72,3788278226.91,0.0,internal_timestamp,2640.67993164,914434,1579289426,1.82490003109,3.14326992035,34.6155919952,1039.8043981,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('128',)",3788278227.92,4,31.4326992035,3788642834.25,3788642840.72,3788278227.92,0.0,internal_timestamp,2640.67993164,915794,1579289427,1.8246999979,3.14326992035,34.6158049818,1039.80459351,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('129',)",3788278228.92,4,31.432800293,3788642834.25,3788642840.72,3788278228.92,0.0,internal_timestamp,2640.68994141,918841,1579289428,1.8248000145,3.1432800293,34.6158178935,1039.80463369,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('130',)",3788278229.92,4,31.432800293,3788642834.25,3788642840.72,3788278229.92,0.0,internal_timestamp,2640.65991211,921802,1579289429,1.82490003109,3.1432800293,34.6157255156,1039.80441329,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('131',)",3788278230.91,4,31.4326000214,3788642834.25,3788642840.72,3788278230.91,0.0,internal_timestamp,2640.65991211,912631,1579289430,1.8246999979,3.14326000214,34.6156926231,1039.80441655,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('132',)",3788278231.92,4,31.432800293,3788642834.25,3788642840.72,3788278231.92,0.0,internal_timestamp,2640.66992188,915180,1579289431,1.82509994507,3.1432800293,34.6155079519,1039.80425889,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('133',)",3788278232.92,4,31.4326992035,3788642834.25,3788642840.72,3788278232.92,0.0,internal_timestamp,2640.63989258,917555,1579289432,1.82500004768,3.14326992035,34.6155043231,1039.8041368,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('134',)",3788278233.92,4,31.4326992035,3788642834.25,3788642840.72,3788278233.92,0.0,internal_timestamp,2640.63989258,920703,1579289433,1.8248000145,3.14326992035,34.615717309,1039.80433221,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('135',)",3788278234.9,4,31.432800293,3788642834.25,3788642840.72,3788278234.9,0.0,internal_timestamp,2640.64990234,901089,1579289434,1.82500004768,3.1432800293,34.6156237277,1039.80427469,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('136',)",3788278235.91,4,31.432800293,3788642834.25,3788642840.72,3788278235.91,0.0,internal_timestamp,2640.63989258,914264,1579289435,1.82509994507,3.1432800293,34.6155220673,1039.8041362,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('137',)",3788278236.92,4,31.432800293,3788642834.25,3788642840.72,3788278236.92,0.0,internal_timestamp,2640.63989258,916762,1579289436,1.82490003109,3.1432800293,34.6157349259,1039.8043315,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('138',)",3788278237.92,4,31.432800293,3788642834.25,3788642840.72,3788278237.92,0.0,internal_timestamp,2640.63989258,919050,1579289437,1.8246999979,3.1432800293,34.6159479135,1039.80452691,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('139',)",3788278238.91,4,31.4326992035,3788642834.25,3788642840.72,3788278238.91,0.0,internal_timestamp,2640.62988281,910714,1579289438,1.82490003109,3.14326992035,34.615615521,1039.80419361,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('140',)",3788278239.92,4,31.4328994751,3788642834.25,3788642840.72,3788278239.92,0.0,internal_timestamp,2640.64990234,915615,1579289439,1.82500004768,3.14328994751,34.6157454958,1039.80436985,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('141',)",3788278240.92,4,31.4328994751,3788642834.25,3788642840.72,3788278240.92,0.0,internal_timestamp,2640.65991211,915244,1579289440,1.82500004768,3.14328994751,34.6157407906,1039.80441075,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('142',)",3788278241.92,4,31.4330005646,3788642834.25,3788642840.72,3788278241.92,0.0,internal_timestamp,2640.65991211,917770,1579289441,1.82509994507,3.14330005646,34.6157585341,1039.80441015,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('143',)",3788278242.92,4,31.432800293,3788642834.25,3788642840.72,3788278242.92,0.0,internal_timestamp,2640.64990234,919812,1579289442,1.82500004768,3.1432800293,34.6156237277,1039.80427469,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('144',)",3788278243.92,4,31.4330005646,3788642834.25,3788642840.72,3788278243.92,0.0,internal_timestamp,2640.65991211,923581,1579289443,1.82500004768,3.14330005646,34.6158649004,1039.80450774,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('145',)",3788278244.92,4,31.4330005646,3788642834.25,3788642840.72,3788278244.92,0.0,internal_timestamp,2640.66992188,916639,1579289444,1.82519996166,3.14330005646,34.6156473363,1039.80435334,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('146',)",3788278245.92,4,31.4328994751,3788642834.25,3788642840.72,3788278245.92,0.0,internal_timestamp,2640.67993164,916203,1579289445,1.82509994507,3.14328994751,34.6156250145,1039.80439495,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('147',)",3788278246.92,4,31.4328994751,3788642834.25,3788642840.72,3788278246.92,0.0,internal_timestamp,2640.70996094,918500,1579289446,1.82500004768,3.14328994751,34.6157172649,1039.80461524,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('148',)",3788278247.92,4,31.4330005646,3788642834.25,3788642840.72,3788278247.92,0.0,internal_timestamp,2640.69995117,920873,1579289447,1.82500004768,3.14330005646,34.6158460798,1039.80467133,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('149',)",3788278248.91,4,31.432800293,3788642834.25,3788642840.72,3788278248.91,0.0,internal_timestamp,2640.68994141,912635,1579289448,1.82500004768,3.1432800293,34.6156049072,1039.80443828,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('150',)",3788278249.92,4,31.432800293,3788642834.25,3788642840.72,3788278249.92,0.0,internal_timestamp,2640.68994141,916561,1579289449,1.82500004768,3.1432800293,34.6156049072,1039.80443828,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('151',)",3788278250.92,4,31.4330005646,3788642834.25,3788642840.72,3788278250.92,0.0,internal_timestamp,2640.67993164,916928,1579289450,1.82529997826,3.14330005646,34.615536139,1039.80429653,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('152',)",3788278251.92,4,31.4328994751,3788642834.25,3788642840.72,3788278251.92,0.0,internal_timestamp,2640.66992188,919510,1579289451,1.82509994507,3.14328994751,34.6156297196,1039.80435405,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('153',)",3788278252.92,4,31.4328994751,3788642834.25,3788642840.72,3788278252.92,0.0,internal_timestamp,2640.64990234,921275,1579289452,1.82519996166,3.14328994751,34.6155326375,1039.80417455,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('154',)",3788278253.92,4,31.4328994751,3788642834.25,3788642840.72,3788278253.92,0.0,internal_timestamp,2640.64990234,924378,1579289453,1.82539999485,3.14328994751,34.6153196543,1039.80397914,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('155',)",3788278254.92,4,31.432800293,3788642834.25,3788642840.72,3788278254.92,0.0,internal_timestamp,2640.65991211,917001,1579289454,1.82490003109,3.1432800293,34.6157255156,1039.80441329,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('156',)",3788278255.92,4,31.4330005646,3788642834.25,3788642840.72,3788278255.92,0.0,internal_timestamp,2640.64990234,918087,1579289455,1.82509994507,3.14330005646,34.6157632393,1039.80436925,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('157',)",3788278256.92,4,31.432800293,3788642834.25,3788642840.72,3788278256.92,0.0,internal_timestamp,2640.66992188,919873,1579289456,1.82509994507,3.1432800293,34.6155079519,1039.80425889,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('158',)",3788278257.92,4,31.4330005646,3788642834.25,3788642840.72,3788278257.92,0.0,internal_timestamp,2640.64990234,921890,1579289457,1.82529997826,3.14330005646,34.6155502543,1039.80417384,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('159',)",3788278258.91,4,31.4328994751,3788642834.25,3788642840.72,3788278258.91,0.0,internal_timestamp,2640.67993164,913676,1579289458,1.82490003109,3.14328994751,34.6158378736,1039.80459025,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('160',)",3788278259.92,4,31.4330997467,3788642834.25,3788642840.72,3788278259.92,0.0,internal_timestamp,2640.64990234,916461,1579289459,1.82490003109,3.14330997467,34.616097868,1039.80465971,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('161',)",3788278260.92,4,31.4330005646,3788642834.25,3788642840.72,3788278260.92,0.0,internal_timestamp,2640.64990234,919285,1579289460,1.82529997826,3.14330005646,34.6155502543,1039.80417384,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('162',)",3788278261.92,4,31.4330005646,3788642834.25,3788642840.72,3788278261.92,0.0,internal_timestamp,2640.65991211,920713,1579289461,1.82500004768,3.14330005646,34.6158649004,1039.80450774,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('163',)",3788278262.92,4,31.4330005646,3788642834.25,3788642840.72,3788278262.92,0.0,internal_timestamp,2640.65991211,922556,1579289462,1.82519996166,3.14330005646,34.6156520414,1039.80431244,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('164',)",3788278263.91,4,31.4330005646,3788642834.25,3788642840.72,3788278263.91,0.0,internal_timestamp,2640.66992188,913131,1579289463,1.82509994507,3.14330005646,34.615753829,1039.80445105,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('165',)",3788278264.92,4,31.4330005646,3788642834.25,3788642840.72,3788278264.92,0.0,internal_timestamp,2640.66992188,915491,1579289464,1.82500004768,3.14330005646,34.6158601953,1039.80454864,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('166',)",3788278265.92,4,31.4328994751,3788642834.25,3788642840.72,3788278265.92,0.0,internal_timestamp,2640.66992188,916045,1579289465,1.82500004768,3.14328994751,34.6157360855,1039.80445164,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('167',)",3788278266.92,4,31.4326992035,3788642834.25,3788642840.72,3788278266.92,0.0,internal_timestamp,2640.68994141,917387,1579289466,1.82509994507,3.14326992035,34.6153744324,1039.8042437,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('168',)",3788278267.92,4,31.4330005646,3788642834.25,3788642840.72,3788278267.92,0.0,internal_timestamp,2640.69995117,918971,1579289467,1.82500004768,3.14330005646,34.6158460798,1039.80467133,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('169',)",3788278268.92,4,31.432800293,3788642834.25,3788642840.72,3788278268.92,0.0,internal_timestamp,2640.67993164,920073,1579289468,1.82500004768,3.1432800293,34.6156096123,1039.80439738,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('170',)",3788278269.92,4,31.4330005646,3788642834.25,3788642840.72,3788278269.92,0.0,internal_timestamp,2640.69995117,923212,1579289469,1.82500004768,3.14330005646,34.6158460798,1039.80467133,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('171',)",3788278270.91,4,31.432800293,3788642834.25,3788642840.72,3788278270.91,0.0,internal_timestamp,2640.67993164,912004,1579289470,1.82500004768,3.1432800293,34.6156096123,1039.80439738,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('172',)",3788278271.91,4,31.4326992035,3788642834.25,3788642840.73,3788278271.91,0.0,internal_timestamp,2640.7199707,913289,1579289471,1.82500004768,3.14326992035,34.6154666822,1039.80446398,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('173',)",3788278272.91,4,31.4326992035,3788642834.25,3788642840.73,3788278272.91,0.0,internal_timestamp,2640.67993164,914722,1579289472,1.82500004768,3.14326992035,34.6154855026,1039.80430039,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('174',)",3788278273.92,4,31.432800293,3788642834.25,3788642840.73,3788278273.92,0.0,internal_timestamp,2640.69995117,916611,1579289473,1.82529997826,3.1432800293,34.6152808534,1039.80418617,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('175',)",3788278274.93,4,31.4326000214,3788642834.25,3788642840.73,3788278274.93,0.0,internal_timestamp,2640.68994141,925859,1579289474,1.82500004768,3.14326000214,34.6153590296,1039.80424613,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('176',)",3788278275.92,4,31.432800293,3788642834.25,3788642840.73,3788278275.92,0.0,internal_timestamp,2640.67993164,919693,1579289475,1.82500004768,3.1432800293,34.6156096123,1039.80439738,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('177',)",3788278276.9,4,31.4330005646,3788642834.25,3788642840.73,3788278276.9,0.0,internal_timestamp,2640.65991211,899907,1579289476,1.82500004768,3.14330005646,34.6158649004,1039.80450774,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('178',)",3788278277.91,4,31.4328994751,3788642834.25,3788642840.73,3788278277.91,0.0,internal_timestamp,2640.65991211,913408,1579289477,1.82509994507,3.14328994751,34.6156344247,1039.80431316,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('179',)",3788278278.91,4,31.4328994751,3788642834.25,3788642840.73,3788278278.91,0.0,internal_timestamp,2640.65991211,914704,1579289478,1.82490003109,3.14328994751,34.615847284,1039.80450845,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('180',)",3788278279.92,4,31.4326992035,3788642834.25,3788642840.73,3788278279.92,0.0,internal_timestamp,2640.63989258,917005,1579289479,1.82500004768,3.14326992035,34.6155043231,1039.8041368,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('181',)",3788278280.92,4,31.432800293,3788642834.25,3788642840.73,3788278280.92,0.0,internal_timestamp,2640.64990234,919657,1579289480,1.82490003109,3.1432800293,34.6157302207,1039.80437239,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('182',)",3788278281.92,4,31.4330005646,3788642834.25,3788642840.73,3788278281.92,0.0,internal_timestamp,2640.66992188,921975,1579289481,1.82529997826,3.14330005646,34.6155408441,1039.80425563,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('183',)",3788278282.91,4,31.432800293,3788642834.25,3788642840.73,3788278282.91,0.0,internal_timestamp,2640.66992188,913268,1579289482,1.8248000145,3.1432800293,34.6158273039,1039.8045519,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('184',)",3788278283.92,4,31.432800293,3788642834.25,3788642840.73,3788278283.92,0.0,internal_timestamp,2640.62011719,916090,1579289483,1.82500004768,3.1432800293,34.6156377284,1039.80415299,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('185',)",3788278284.92,4,31.4328994751,3788642834.25,3788642840.73,3788278284.92,0.0,internal_timestamp,2640.66992188,918525,1579289484,1.82509994507,3.14328994751,34.6156297196,1039.80435405,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('186',)",3788278285.92,4,31.4326992035,3788642834.25,3788642840.73,3788278285.92,0.0,internal_timestamp,2640.64990234,920229,1579289485,1.82529997826,3.14326992035,34.6151802702,1039.80388469,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('187',)",3788278286.91,4,31.4326992035,3788642834.25,3788642840.73,3788278286.91,0.0,internal_timestamp,2640.64990234,912559,1579289486,1.82490003109,3.14326992035,34.6156061106,1039.8042754,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('188',)",3788278287.91,4,31.432800293,3788642834.25,3788642840.73,3788278287.91,0.0,internal_timestamp,2640.66992188,914019,1579289487,1.82490003109,3.1432800293,34.6157208104,1039.80445419,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('189',)",3788278288.92,4,31.4330005646,3788642834.25,3788642840.73,3788278288.92,0.0,internal_timestamp,2640.65991211,916197,1579289488,1.8248000145,3.14330005646,34.6160778885,1039.80470315,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('190',)",3788278289.92,4,31.4330005646,3788642834.25,3788642840.73,3788278289.92,0.0,internal_timestamp,2640.67993164,919218,1579289489,1.82500004768,3.14330005646,34.6158554901,1039.80458953,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('191',)",3788278290.92,4,31.432800293,3788642834.25,3788642840.73,3788278290.92,0.0,internal_timestamp,2640.67993164,920517,1579289490,1.82500004768,3.1432800293,34.6156096123,1039.80439738,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('192',)",3788278291.92,4,31.4326992035,3788642834.25,3788642840.73,3788278291.92,0.0,internal_timestamp,2640.69995117,923119,1579289491,1.8246999979,3.14326992035,34.6157955714,1039.80467531,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('193',)",3788278292.9,4,31.4326992035,3788642834.25,3788642840.73,3788278292.9,0.0,internal_timestamp,2640.67993164,904347,1579289492,1.82490003109,3.14326992035,34.6155919952,1039.8043981,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('194',)",3788278293.92,4,31.4330005646,3788642834.25,3788642840.73,3788278293.92,0.0,internal_timestamp,2640.68994141,917485,1579289493,1.82490003109,3.14330005646,34.6159572786,1039.80472814,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('195',)",3788278294.92,4,31.4330005646,3788642834.25,3788642840.73,3788278294.92,0.0,internal_timestamp,2640.68994141,919232,1579289494,1.82500004768,3.14330005646,34.615850785,1039.80463043,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
"('196',)",3788278295.94,4,31.4330005646,3788642834.25,3788642840.73,3788278295.94,0.0,internal_timestamp,2640.70996094,943285,1579289495,1.8246999979,3.14330005646,34.6161608571,1039.80500535,29,29,29,29,1,0,29,13,29,13,29,29,45.82972,-129.75904
